Wahlkreisnr;Wahlkreisbez;RGS_Land;RGS_RegBez;RGS_Kreis;RGS_GemVerband;RGS_Gemeinde;Landname;RegBezname;Kreisname;GemVerbandname;Gemeindename;Gemeindeteil;Wahlkreisvon;Wahlkreisbis;ARS
280;Calw;08;2;37;5003;040;Baden-Württemberg;Reg.-Bez. Karlsruhe;Freudenstadt;VVG der Stadt Horb am Neckar;Horb am Neckar, Stadt;0;;;08237040
280;Calw;08;2;37;0;045;Baden-Württemberg;Reg.-Bez. Karlsruhe;Freudenstadt;;Loßburg;0;;;08237045
280;Calw;08;2;37;5005;054;Baden-Württemberg;Reg.-Bez. Karlsruhe;Freudenstadt;VVG der Gemeinde Pfalzgrafenweiler;Pfalzgrafenweiler;0;;;08237054
280;Calw;08;2;37;5001;061;Baden-Württemberg;Reg.-Bez. Karlsruhe;Freudenstadt;GVV Dornstetten;Schopfloch;0;;;08237061
280;Calw;08;2;37;5005;072;Baden-Württemberg;Reg.-Bez. Karlsruhe;Freudenstadt;VVG der Gemeinde Pfalzgrafenweiler;Wörnersberg;0;;;08237072
280;Calw;08;2;37;5002;073;Baden-Württemberg;Reg.-Bez. Karlsruhe;Freudenstadt;VVG der Stadt Freudenstadt;Seewald;0;;;08237073
280;Calw;08;2;37;5001;074;Baden-Württemberg;Reg.-Bez. Karlsruhe;Freudenstadt;GVV Dornstetten;Waldachtal;0;;;08237074
280;Calw;08;2;37;5002;075;Baden-Württemberg;Reg.-Bez. Karlsruhe;Freudenstadt;VVG der Stadt Freudenstadt;Bad Rippoldsau-Schapbach;0;;;08237075
281;Freiburg;08;3;11;0;000;Baden-Württemberg;Reg.-Bez. Freiburg;Freiburg im Breisgau, Stadtkreis;;Freiburg im Breisgau, Stadt;0;;;08311000
281;Freiburg;08;3;15;5007;003;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Hexental;Au;0;;;08315003
281;Freiburg;08;3;15;5009;013;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Kaiserstuhl-Tuniberg;Bötzingen;0;;;08315013
281;Freiburg;08;3;15;5004;014;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Gemeinde Ehrenkirchen;Bollschweil;0;;;08315014
281;Freiburg;08;3;15;5002;015;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Stadt Breisach am Rhein;Breisach am Rhein, Stadt;0;;;08315015
281;Freiburg;08;3;15;5014;028;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Gemeinde Schallstadt;Ebringen;0;;;08315028
281;Freiburg;08;3;15;5009;030;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Kaiserstuhl-Tuniberg;Eichstetten am Kaiserstuhl;0;;;08315030
281;Freiburg;08;3;15;5009;043;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Kaiserstuhl-Tuniberg;Gottenheim;0;;;08315043
281;Freiburg;08;3;15;5007;056;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Hexental;Horben;0;;;08315056
281;Freiburg;08;3;15;5002;059;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Stadt Breisach am Rhein;Ihringen;0;;;08315059
281;Freiburg;08;3;15;5002;072;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Stadt Breisach am Rhein;Merdingen;0;;;08315072
281;Freiburg;08;3;15;5007;073;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Hexental;Merzhausen;0;;;08315073
281;Freiburg;08;3;15;5014;089;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Gemeinde Schallstadt;Pfaffenweiler;0;;;08315089
281;Freiburg;08;3;15;5014;098;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Gemeinde Schallstadt;Schallstadt;0;;;08315098
281;Freiburg;08;3;15;5007;107;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Hexental;Sölden;0;;;08315107
281;Freiburg;08;3;15;5011;115;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV March-Umkirch;Umkirch;0;;;08315115
281;Freiburg;08;3;15;5007;125;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Hexental;Wittnau;0;;;08315125
281;Freiburg;08;3;15;5004;131;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Gemeinde Ehrenkirchen;Ehrenkirchen;0;;;08315131
281;Freiburg;08;3;15;5011;132;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV March-Umkirch;March;0;;;08315132
281;Freiburg;08;3;15;0;133;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;;Vogtsburg im Kaiserstuhl, Stadt;0;;;08315133
282;Lörrach – Müllheim;08;3;15;5012;004;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Müllheim-Badenweiler;Auggen;0;;;08315004
282;Lörrach – Müllheim;08;3;15;5001;006;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Stadt Bad Krozingen;Bad Krozingen, Stadt;0;;;08315006
282;Lörrach – Müllheim;08;3;15;5012;007;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Müllheim-Badenweiler;Badenweiler;0;;;08315007
282;Lörrach – Müllheim;08;3;15;5006;008;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Stadt Heitersheim;Ballrechten-Dottingen;0;;;08315008
282;Lörrach – Müllheim;08;3;15;5012;022;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Müllheim-Badenweiler;Buggingen;0;;;08315022
282;Lörrach – Müllheim;08;3;15;5006;033;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Stadt Heitersheim;Eschbach;0;;;08315033
282;Lörrach – Müllheim;08;3;15;5001;048;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Stadt Bad Krozingen;Hartheim am Rhein;0;;;08315048
282;Lörrach – Müllheim;08;3;15;5006;050;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;VVG der Stadt Heitersheim;Heitersheim, Stadt;0;;;08315050
282;Lörrach – Müllheim;08;3;15;5012;074;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Müllheim-Badenweiler;Müllheim, Stadt;0;;;08315074
282;Lörrach – Müllheim;08;3;15;0;076;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;;Neuenburg am Rhein, Stadt;0;;;08315076
282;Lörrach – Müllheim;08;3;15;5016;108;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Staufen-Münstertal;Staufen im Breisgau, Stadt;0;;;08315108
282;Lörrach – Müllheim;08;3;15;5012;111;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Müllheim-Badenweiler;Sulzburg, Stadt;0;;;08315111
282;Lörrach – Müllheim;08;3;15;5016;130;Baden-Württemberg;Reg.-Bez. Freiburg;Breisgau-Hochschwarzwald;GVV Staufen-Münstertal;Münstertal/Schwarzwald;0;;;08315130
282;Lörrach – Müllheim;08;3;36;5006;004;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Schönau im Schwarzwald;Aitern;0;;;08336004
282;Lörrach – Müllheim;08;3;36;5005;006;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Gemeinde Schliengen;Bad Bellingen;0;;;08336006
282;Lörrach – Müllheim;08;3;36;5008;008;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Vorderes Kandertal;Binzen;0;;;08336008
282;Lörrach – Müllheim;08;3;36;5006;010;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Schönau im Schwarzwald;Böllen;0;;;08336010
282;Lörrach – Müllheim;08;3;36;0;014;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;;Efringen-Kirchen;0;;;08336014
282;Lörrach – Müllheim;08;3;36;5008;019;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Vorderes Kandertal;Eimeldingen;0;;;08336019
282;Lörrach – Müllheim;08;3;36;5008;024;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Vorderes Kandertal;Fischingen;0;;;08336024
282;Lörrach – Müllheim;08;3;36;5006;025;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Schönau im Schwarzwald;Fröhnd;0;;;08336025
282;Lörrach – Müllheim;08;3;36;5007;034;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Schopfheim;Hasel;0;;;08336034
282;Lörrach – Müllheim;08;3;36;5007;036;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Schopfheim;Hausen im Wiesental;0;;;08336036
282;Lörrach – Müllheim;08;3;36;5003;043;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Lörrach;Inzlingen;0;;;08336043
282;Lörrach – Müllheim;08;3;36;5001;045;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Kandern;Kandern, Stadt;0;;;08336045
282;Lörrach – Müllheim;08;3;36;5003;050;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Lörrach;Lörrach, Stadt;0;;;08336050
282;Lörrach – Müllheim;08;3;36;5007;057;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Schopfheim;Maulburg;0;;;08336057
282;Lörrach – Müllheim;08;3;36;5004;069;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Rheinfelden (Baden);Rheinfelden (Baden), Stadt;0;;;08336069
282;Lörrach – Müllheim;08;3;36;5008;073;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Vorderes Kandertal;Rümmingen;0;;;08336073
282;Lörrach – Müllheim;08;3;36;5008;075;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Vorderes Kandertal;Schallbach;0;;;08336075
282;Lörrach – Müllheim;08;3;36;5005;078;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Gemeinde Schliengen;Schliengen;0;;;08336078
282;Lörrach – Müllheim;08;3;36;5006;079;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Schönau im Schwarzwald;Schönau im Schwarzwald, Stadt;0;;;08336079
282;Lörrach – Müllheim;08;3;36;5006;080;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Schönau im Schwarzwald;Schönenberg;0;;;08336080
282;Lörrach – Müllheim;08;3;36;5007;081;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Schopfheim;Schopfheim, Stadt;0;;;08336081
282;Lörrach – Müllheim;08;3;36;5004;082;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Rheinfelden (Baden);Schwörstadt;0;;;08336082
282;Lörrach – Müllheim;08;3;36;0;084;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;;Steinen;0;;;08336084
282;Lörrach – Müllheim;08;3;36;0;087;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;;Todtnau, Stadt;0;;;08336087
282;Lörrach – Müllheim;08;3;36;5006;089;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Schönau im Schwarzwald;Tunau;0;;;08336089
282;Lörrach – Müllheim;08;3;36;5006;090;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Schönau im Schwarzwald;Utzenfeld;0;;;08336090
282;Lörrach – Müllheim;08;3;36;0;091;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;;Weil am Rhein, Stadt;0;;;08336091
282;Lörrach – Müllheim;08;3;36;5006;094;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Schönau im Schwarzwald;Wembach;0;;;08336094
282;Lörrach – Müllheim;08;3;36;5006;096;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Schönau im Schwarzwald;Wieden;0;;;08336096
282;Lörrach – Müllheim;08;3;36;5008;100;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;GVV Vorderes Kandertal;Wittlingen;0;;;08336100
282;Lörrach – Müllheim;08;3;36;5009;103;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Zell im Wiesental;Zell im Wiesental, Stadt;0;;;08336103
282;Lörrach – Müllheim;08;3;36;5001;104;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Kandern;Malsburg-Marzell;0;;;08336104
282;Lörrach – Müllheim;08;3;36;0;105;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;;Grenzach-Wyhlen;0;;;08336105
282;Lörrach – Müllheim;08;3;36;5009;106;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;VVG der Stadt Zell im Wiesental;Häg-Ehrsberg;0;;;08336106
282;Lörrach – Müllheim;08;3;36;0;107;Baden-Württemberg;Reg.-Bez. Freiburg;Lörrach;;Kleines Wiesental;0;;;08336107
283;Emmendingen – Lahr;08;3;16;5005;002;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Nördlicher Kaiserstuhl;Bahlingen am Kaiserstuhl;0;;;08316002
283;Emmendingen – Lahr;08;3;16;5002;003;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Elzach;Biederbach;0;;;08316003
283;Emmendingen – Lahr;08;3;16;5001;009;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Denzlingen-Vörstetten-Reute;Denzlingen;0;;;08316009
283;Emmendingen – Lahr;08;3;16;5002;010;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Elzach;Elzach, Stadt;0;;;08316010
283;Emmendingen – Lahr;08;3;16;5003;011;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;VVG der Stadt Emmendingen;Emmendingen, Stadt;0;;;08316011
283;Emmendingen – Lahr;08;3;16;5005;012;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Nördlicher Kaiserstuhl;Endingen am Kaiserstuhl, Stadt;0;;;08316012
283;Emmendingen – Lahr;08;3;16;5005;013;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Nördlicher Kaiserstuhl;Forchheim;0;;;08316013
283;Emmendingen – Lahr;08;3;16;5006;014;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;VVG der Stadt Waldkirch;Gutach im Breisgau;0;;;08316014
283;Emmendingen – Lahr;08;3;16;5004;017;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Kenzingen-Herbolzheim;Herbolzheim, Stadt;0;;;08316017
283;Emmendingen – Lahr;08;3;16;5004;020;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Kenzingen-Herbolzheim;Kenzingen, Stadt;0;;;08316020
283;Emmendingen – Lahr;08;3;16;5003;024;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;VVG der Stadt Emmendingen;Malterdingen;0;;;08316024
283;Emmendingen – Lahr;08;3;16;5001;036;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Denzlingen-Vörstetten-Reute;Reute;0;;;08316036
283;Emmendingen – Lahr;08;3;16;5005;037;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Nördlicher Kaiserstuhl;Riegel am Kaiserstuhl;0;;;08316037
283;Emmendingen – Lahr;08;3;16;5005;038;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Nördlicher Kaiserstuhl;Sasbach am Kaiserstuhl;0;;;08316038
283;Emmendingen – Lahr;08;3;16;5003;039;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;VVG der Stadt Emmendingen;Sexau;0;;;08316039
283;Emmendingen – Lahr;08;3;16;5006;042;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;VVG der Stadt Waldkirch;Simonswald;0;;;08316042
283;Emmendingen – Lahr;08;3;16;5003;043;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;VVG der Stadt Emmendingen;Teningen;0;;;08316043
283;Emmendingen – Lahr;08;3;16;5001;045;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Denzlingen-Vörstetten-Reute;Vörstetten;0;;;08316045
283;Emmendingen – Lahr;08;3;16;5004;049;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Kenzingen-Herbolzheim;Weisweil;0;;;08316049
283;Emmendingen – Lahr;08;3;16;5005;051;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Nördlicher Kaiserstuhl;Wyhl am Kaiserstuhl;0;;;08316051
283;Emmendingen – Lahr;08;3;16;5004;053;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Kenzingen-Herbolzheim;Rheinhausen;0;;;08316053
283;Emmendingen – Lahr;08;3;16;5003;054;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;VVG der Stadt Emmendingen;Freiamt;0;;;08316054
283;Emmendingen – Lahr;08;3;16;5002;055;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;GVV Elzach;Winden im Elztal;0;;;08316055
283;Emmendingen – Lahr;08;3;16;5006;056;Baden-Württemberg;Reg.-Bez. Freiburg;Emmendingen;VVG der Stadt Waldkirch;Waldkirch, Stadt;0;;;08316056
283;Emmendingen – Lahr;08;3;17;5002;026;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Ettenheim;Ettenheim, Stadt;0;;;08317026
283;Emmendingen – Lahr;08;3;17;5004;029;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Haslach im Kinzigtal;Fischerbach;0;;;08317029
283;Emmendingen – Lahr;08;3;17;0;031;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;;Friesenheim;0;;;08317031
283;Emmendingen – Lahr;08;3;17;5004;040;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Haslach im Kinzigtal;Haslach im Kinzigtal, Stadt;0;;;08317040
283;Emmendingen – Lahr;08;3;17;5004;046;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Haslach im Kinzigtal;Hofstetten;0;;;08317046
283;Emmendingen – Lahr;08;3;17;5007;059;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Lahr/Schwarzwald;Kippenheim;0;;;08317059
283;Emmendingen – Lahr;08;3;17;5007;065;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Lahr/Schwarzwald;Lahr/Schwarzwald, Stadt;0;;;08317065
283;Emmendingen – Lahr;08;3;17;5002;073;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Ettenheim;Mahlberg, Stadt;0;;;08317073
283;Emmendingen – Lahr;08;3;17;5012;075;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Gemeinde Schwanau;Meißenheim;0;;;08317075
283;Emmendingen – Lahr;08;3;17;5004;078;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Haslach im Kinzigtal;Mühlenbach;0;;;08317078
283;Emmendingen – Lahr;08;3;17;5002;113;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Ettenheim;Ringsheim;0;;;08317113
283;Emmendingen – Lahr;08;3;17;5002;114;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Ettenheim;Rust;0;;;08317114
283;Emmendingen – Lahr;08;3;17;5011;121;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Gemeinde Seelbach;Schuttertal;0;;;08317121
283;Emmendingen – Lahr;08;3;17;5011;127;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Gemeinde Seelbach;Seelbach;0;;;08317127
283;Emmendingen – Lahr;08;3;17;5004;129;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Haslach im Kinzigtal;Steinach;0;;;08317129
283;Emmendingen – Lahr;08;3;17;5012;150;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Gemeinde Schwanau;Schwanau;0;;;08317150
283;Emmendingen – Lahr;08;3;17;5002;152;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Ettenheim;Kappel-Grafenhausen;0;;;08317152
283;Emmendingen – Lahr;08;3;17;9971;971;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;Rheinau, gemeindefreies Gebiet;Rheinau, gemeindefreies Gebiet;0;;;08317971
284;Offenburg;08;3;17;5001;001;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Achern;Achern, Stadt;0;;;08317001
284;Offenburg;08;3;17;0;005;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;;Appenweier;0;;;08317005
284;Offenburg;08;3;17;5008;008;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;GVV Oberes Renchtal;Bad Peterstal-Griesbach;0;;;08317008
284;Offenburg;08;3;17;5003;009;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Gengenbach;Berghaupten;0;;;08317009
284;Offenburg;08;3;17;5014;011;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Zell am Harmersbach;Biberach;0;;;08317011
284;Offenburg;08;3;17;5010;021;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Offenburg;Durbach;0;;;08317021
284;Offenburg;08;3;17;5003;034;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Gengenbach;Gengenbach, Stadt;0;;;08317034
284;Offenburg;08;3;17;5010;047;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Offenburg;Hohberg;0;;;08317047
284;Offenburg;08;3;17;5006;056;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;GVV Kappelrodeck;Kappelrodeck;0;;;08317056
284;Offenburg;08;3;17;0;057;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;;Kehl, Stadt;0;;;08317057
284;Offenburg;08;3;17;5009;067;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Oberkirch;Lautenbach;0;;;08317067
284;Offenburg;08;3;17;5001;068;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Achern;Lauf;0;;;08317068
284;Offenburg;08;3;17;5014;085;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Zell am Harmersbach;Nordrach;0;;;08317085
284;Offenburg;08;3;17;5014;088;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Zell am Harmersbach;Oberharmersbach;0;;;08317088
284;Offenburg;08;3;17;5009;089;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Oberkirch;Oberkirch, Stadt;0;;;08317089
284;Offenburg;08;3;17;5010;096;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Offenburg;Offenburg, Stadt;0;;;08317096
284;Offenburg;08;3;17;5003;097;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Gengenbach;Ohlsbach;0;;;08317097
284;Offenburg;08;3;17;5008;098;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;GVV Oberes Renchtal;Oppenau, Stadt;0;;;08317098
284;Offenburg;08;3;17;5010;100;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Offenburg;Ortenberg;0;;;08317100
284;Offenburg;08;3;17;5006;102;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;GVV Kappelrodeck;Ottenhöfen im Schwarzwald;0;;;08317102
284;Offenburg;08;3;17;5009;110;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Oberkirch;Renchen, Stadt;0;;;08317110
284;Offenburg;08;3;17;5001;116;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Achern;Sasbach;0;;;08317116
284;Offenburg;08;3;17;5001;118;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Achern;Sasbachwalden;0;;;08317118
284;Offenburg;08;3;17;5010;122;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Offenburg;Schutterwald;0;;;08317122
284;Offenburg;08;3;17;5006;126;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;GVV Kappelrodeck;Seebach;0;;;08317126
284;Offenburg;08;3;17;0;141;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;;Willstätt;0;;;08317141
284;Offenburg;08;3;17;5014;146;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;VVG der Stadt Zell am Harmersbach;Zell am Harmersbach, Stadt;0;;;08317146
284;Offenburg;08;3;17;0;151;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;;Neuried;0;;;08317151
284;Offenburg;08;3;17;0;153;Baden-Württemberg;Reg.-Bez. Freiburg;Ortenaukreis;;Rheinau, Stadt;0;;;08317153
285;Rottweil – Tuttlingen;08;3;25;5005;001;Baden-Württemberg;Reg.-Bez. Freiburg;Rottweil;VVG der Stadt Schramberg;Aichhalden;0;;;08325001
285;Rottweil – Tuttlingen;08;3;25;5007;009;Baden-Württemberg;Reg.-Bez. Freiburg;Rottweil;GVV Villingendorf;Bösingen;0;;;08325009
285;Rottweil – Tuttlingen;08;3;25;5003;011;Baden-Württemberg;Reg.-Bez. Freiburg;Rottweil;VVG der Stadt Rottweil;Dietingen;0;;;08325011
285;Rottweil – Tuttlingen;08;3;25;0;012;Baden-Württemberg;Reg.-Bez. Freiburg;Rottweil;;Dornhan, Stadt;0;;;08325012
285;Rottweil – Tuttlingen;08;3;25;5001;014;Baden-Württemberg;Reg.-Bez. Freiburg;Rottweil;VVG der Gemeinde Dunningen;Dunningen;0;;;08325014
285;Rottweil – Tuttlingen;08;3;25;5002;015;Baden-Württemberg;Reg.-Bez. Freiburg;Rottweil;VVG der Stadt Oberndorf am Neckar;Epfendorf;0;;;08325015
285;Rottweil – Tuttlingen;08;3;25;5005;024;Baden-Württemberg;Reg.-Bez. Freiburg;Rottweil;VVG der Stadt Schramberg;Hardt;0;;;08325024
285;Rottweil – Tuttlingen;08;3;25;5005;036;Baden-Württemberg;Reg.-Bez. Freiburg;Rottweil;VVG der Stadt Schramberg;Lauterbach;0;;;08325036
285;Rottweil – Tuttlingen;08;3;25;5002;045;Baden-Württemberg;Reg.-Bez. Freiburg;Rottweil;VVG der Stadt Oberndorf am Neckar;Oberndorf am Neckar, Stadt;0;;;08325045
